Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
60, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 597, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 683.9, Build City District
70, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 977, IN PROGRESS, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 181.0, Early City Assault
70, 6, LOC_CITY_NAME_MBUMBI, , , DISTRICT_THEATER, Build City District, CONTRACT 961
70, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1055, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Build City Improvement
70, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1055, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Build City Improvement
70, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1056, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 188.0, Build Trigger Unit
70, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1056, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 188.0, Build Trigger Unit
70, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1057, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 118.0, Build City Improvement
70, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1057, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 118.0, Build City Improvement
70, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1058, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 320.0, Settle City Op
70, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1058, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 320.0, Settle City Op
70, 9, LOC_CITY_NAME_HATTUSA, , CONTRACT 1059, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 132.0, Build City Building
70, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 1062, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
70, 19, LOC_CITY_NAME_PALENQUE, , CONTRACT 740, COMPLETED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 446.6, Build City Building
70, 19, LOC_CITY_NAME_PALENQUE, , , UNIT_HORSEMAN, Default Specialization, , , Value 78.2
70, 20, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 910, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 10.0, Build City Improvement
70, 20, LOC_CITY_NAME_STOCKHOLM, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 4.2
70, 20, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 1063, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
70, 23, LOC_CITY_NAME_KUMASI, , , UNIT_ARCHER, Generic Offense
70, 24, LOC_CITY_NAME_GRANADA, , , UNIT_ARCHER, Generic Offense
70, 25, LOC_CITY_NAME_BRUSSELS, , , BUILDING_WATER_MILL, Default Specialization, , , Value 71.0
71, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1066, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 172.0, Build City Improvement
71, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1066, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 172.0, Build City Improvement
71, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1067, SUBMITTED, NO_UNIT, BUILDING_STONEHENGE, NO_DISTRICT, VALUE 425.0, Seek Target Wonder
71, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1068, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 138.0, Build City Building
71, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1069, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 36.0, Build Trigger Unit
71, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1069, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 36.0, Build Trigger Unit
71, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1069, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 36.0, Build Trigger Unit
71, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1070, SUBMITTED, NO_UNIT, BUILDING_WATER_MILL, NO_DISTRICT, VALUE 0.0, Build Trigger Building
71, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1071, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
71, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 1071, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
71, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1072, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 418.0, Build City Building
71, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1073, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
71, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 1073, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
71, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1074, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 0.0, Build Trigger Building
71, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 1075, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 247.0, Build City Building
71, 4, LOC_CITY_NAME_MADRID, , CONTRACT 920, FAILED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 157.0, Unknown
71, 4, LOC_CITY_NAME_MADRID, , CONTRACT 938, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 76.0, Unknown
71, 4, LOC_CITY_NAME_MADRID, , CONTRACT 957, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Unknown
71, 4, LOC_CITY_NAME_MADRID, , , DISTRICT_HARBOR, Build City District, CONTRACT 993
71, 4, LOC_CITY_NAME_MADRID, , CONTRACT 1076, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 936.0, Settle City Op
71, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1076, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 936.0, Settle City Op
71, 4, LOC_CITY_NAME_MADRID, , CONTRACT 1077, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
71, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1077, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
71, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1077, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
71, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1078, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 110.0, Build City Building
71, 4, LOC_CITY_NAME_MADRID, , CONTRACT 1079, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 21.0, Build City Improvement
71, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1079, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 21.0, Build City Improvement
71, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1079, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 21.0, Build City Improvement
71, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1080, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 190.0, Build City District
71, 4, LOC_CITY_NAME_MADRID, , CONTRACT 1081, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
71, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1081, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
71, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1081, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
71, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1083, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 993.0, Settle City Op
71, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 884, FAILED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 176.0, Unknown
71, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 886, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 66.0, Unknown
71, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 977, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 181.0, Early City Assault
71, 6, LOC_CITY_NAME_MBANZA_KONGO, , , UNIT_SPEARMAN, Build Trigger Unit, CONTRACT 1056
71, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1084, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 181.0, Early City Assault
71, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1086, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 114.0, Build City Building
71, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 925, COMPLETED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 610.0, Early City Assault
71, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 943, CANCELLED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 74.0, Unknown
71, 7, LOC_CITY_NAME_TENOCHTITLAN, , , DISTRICT_HOLY_SITE, Build City District, CONTRACT 998
71, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1088, SUBMITTED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 610.0, Early City Assault
71, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1088, SUBMITTED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 610.0, Early City Assault
71, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1089, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 592.0, Build City District
71, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1089, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 592.0, Build City District
71, 10, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 1015
71, 11, LOC_CITY_NAME_JERUSALEM, , , PROJECT_ENHANCE_DISTRICT_HOLY_SITE, Default Specialization, , , Value 3.7
71, 11, LOC_CITY_NAME_JERUSALEM, , CONTRACT 1090, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 142.0, Build City Improvement
71, 18, LOC_CITY_NAME_AMSTERDAM, , CONTRACT 1028, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
71, 18, LOC_CITY_NAME_AMSTERDAM, , , BUILDING_MARKET, Default Specialization, , , Value 45.8
71, 19, LOC_CITY_NAME_PALENQUE, , CONTRACT 1092, SUBMITTED, UNIT_HORSEMAN, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Building
72, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1093, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 392.0, Build City Improvement
72, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1093, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 392.0, Build City Improvement
72, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 899, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 51.0, Unknown
72, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 903, FAILED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Unknown
72, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 904, FAILED, NO_UNIT, BUILDING_WATER_MILL, NO_DISTRICT, VALUE 268.5, Unknown
72, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 952, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 27.0, Simple Operation Attack
72, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 972, COMPLETED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 461.9, Build City Building
72, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1033, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
72, 2, LOC_CITY_NAME_KYOTO, , , UNIT_ARCHER, Early City Assault, CONTRACT 1018
72, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1095, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 139.0, Build City Improvement
72, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1095, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 139.0, Build City Improvement
72, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1095, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 139.0, Build City Improvement
72, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1096, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 263.0, Build City Improvement
72, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1096, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 263.0, Build City Improvement
72, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1096, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 263.0, Build City Improvement
72, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 795, CANCELLED, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 11.0, Unknown
72, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 866, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 73.0, Unknown
72, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 906, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 69.0, Unknown
72, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 955, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
72, 3, LOC_CITY_NAME_WASHINGTON, , , BUILDING_WALLS, Build City Building, CONTRACT 1072
72, 5, LOC_CITY_NAME_MOHENJO_DARO, 0.84, -3.33, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
72, 5, LOC_CITY_NAME_MOHENJO_DARO, 1.02, -3.33, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
72, 5, LOC_CITY_NAME_MOHENJO_DARO, , , UNIT_SCOUT, Default Specialization, , , Value 18.4
72, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1101, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 60.0, Build City Improvement
72, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1101, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 60.0, Build City Improvement
72, 7, LOC_CITY_NAME_TENOCHTITLAN, Canceling current build, OLD VALUE 620.9
72, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 964, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 344.0, Build City Improvement
72, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 998, FAILED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 620.9, Build City District
72, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1058, ACCEPTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 320.0, Settle City Op
72, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1089, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 592.0, Build City District
72, 7, LOC_CITY_NAME_TENOCHTITLAN, , , UNIT_AZTEC_EAGLE_WARRIOR, Early City Assault, CONTRACT 1088
72, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1102, SUBMITTED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 144.0, Build City Building
72, 12, LOC_CITY_NAME_VALLETTA, , CONTRACT 1103, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
72, 16, LOC_CITY_NAME_KABUL, , , UNIT_ARCHER, Generic Offense
72, 21, LOC_CITY_NAME_ARMAGH, , , PROJECT_ENHANCE_DISTRICT_HOLY_SITE, Default Specialization, , , Value 4.2
73, 1, LOC_CITY_NAME_XIAN, , CONTRACT 898, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 172.0, Unknown
73, 1, LOC_CITY_NAME_XIAN, , CONTRACT 916, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 376.0, Unknown
73, 1, LOC_CITY_NAME_XIAN, , CONTRACT 931, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 574.0, Early City Assault
73, 1, LOC_CITY_NAME_XIAN, , , UNIT_SETTLER, Settle City Op, CONTRACT 930
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 807, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 137.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 829, FAILED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 71.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 831, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 400.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 832, FAILED, NO_UNIT, BUILDING_STONEHENGE, NO_DISTRICT, VALUE 278.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 865, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 412.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 900, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 903, FAILED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 952, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 27.0, Simple Operation Attack
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 953, FAILED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 175.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 954, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 251.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 989, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 202.0, Unknown
73, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1033, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
73, 2, LOC_CITY_NAME_YOKOHAMA, , , DISTRICT_HOLY_SITE, Build City District, CONTRACT 973
73, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1110, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 282.0, Build City District
73, 4, LOC_CITY_NAME_MADRID, , CONTRACT 1112, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 380.0, Early City Assault
73, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1112, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 380.0, Early City Assault
73, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1112, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 380.0, Early City Assault
73, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1114, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 371.0, Early City Assault
73, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 1115, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 89.0, Build City District
73, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 1116, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 310.0, Build City Building
73, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1117, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 200.0, Build City Improvement
73, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1117, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 200.0, Build City Improvement
73, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 1117, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 200.0, Build City Improvement
73, 6, LOC_CITY_NAME_MBUMBI, Canceling current build, OLD VALUE 185.0
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 961, FAILED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 185.0, Build City District
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 962, FAILED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 133.0, Unknown
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 978, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 120.0, Unknown
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 996, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 119.0, Unknown
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1055, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Build City Improvement
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1056, IN PROGRESS, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 188.0, Build Trigger Unit
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1057, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 118.0, Build City Improvement
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1086, ACCEPTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 114.0, Build City Building
73, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1101, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 60.0, Build City Improvement
73, 6, LOC_CITY_NAME_MBUMBI, , , UNIT_ARCHER, Simple Operation Attack, CONTRACT 1023
73, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1118, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 687.0, Build City District
73, 8, LOC_CITY_NAME_JAKARTA, , , BUILDING_WATER_MILL, Default Specialization, , , Value 81.5
73, 12, LOC_CITY_NAME_VALLETTA, , , UNIT_BUILDER, Build City Improvement, CONTRACT 1001
73, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 1120, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 67.0, Build City Building
73, 14, LOC_CITY_NAME_LISBON, , , BUILDING_WATER_MILL, Default Specialization, , , Value 113.5
73, 24, LOC_CITY_NAME_GRANADA, , , UNIT_ARCHER, Generic Offense
74, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1121, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Build City Improvement
74, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1121, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Build City Improvement
74, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1122, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 54.0, Build City Improvement
74, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1122, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 54.0, Build City Improvement
74, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1122, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 54.0, Build City Improvement
74, 4, LOC_CITY_NAME_MADRID, , CONTRACT 1124, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
74, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1124, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
74, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1124, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
74, 4, LOC_CITY_NAME_MADRID, , CONTRACT 1126, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
74, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1126, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
74, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1126, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
74, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1127, SUBMITTED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 94.0, Seek Target Wonder
