Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
60, 1, City Defense, Started
60, 1, Operation Settle New City running
60, Settle New City, 1, , Battle line, 22:22, 1 endangered
71, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
71, 63, Operation Barbarian Attack running
71, 63, Barbarian Attack, ,0, Not Ready, 
71, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 58:24, 58:24, 58:24
71, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 48:35, Move 48:36, Attack 48:37
71, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 49:34, Move 49:36, Attack -9999:-9999
71, 63, Barbarian Attack, Operation Attack Units, UNIT_ARCHER, At 51:34, Move 48:37, Attack -9999:-9999
71, 63, Barbarian Attack, Started
72, 1, Operation Attack Enemy City running
72, 1, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; 
72, 1, Operation Settle New City running
72, 1, Settle New City, ,0, Not Ready, 
72, 1, Operation Naval Superiority running
72, 1, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
72, 1, Operation Attack Enemy City running
72, 1, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
72, 1, Operation Attack Barb Camp running
72, 1, Attack Barb Camp, ,0, Not Ready, 
72, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 17:21, 19:19, 17:21
72, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 23:20, 19:19, 23:20
72, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 22:21, 21:20, 22:20
72, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 11:25, 18:21, 12:25
72, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 9:23, 19:19, 9:23
72, 1, Attack Enemy City, No recruits to reach minimum, , , 
72, 1, Attack Enemy City, No recruits to match strength, , Enemy Str: 106.5, 
72, 1, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR
72, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 21:21, 21:21, 21:21
72, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 14:22, 20:21, 14:21
72, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 11:24, 20:21, 12:24
72, 1, Attack Barb Camp, No recruits to reach minimum, , , 
72, 1, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
72, 1, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
72, 2, Operation Settle New City running
72, 2, Settle New City, ,0, Not Ready, 
72, 2, Operation Barb Camp Tech Boost running
72, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
72, 2, Operation Attack Enemy City running
72, 2, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
72, 2, Settle New City, No recruits to reach minimum, , , 
72, 2, Settle New City, Recruiting minimums, , , UNIT_ARCHER
72, 2, Settle New City, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_SETTLER
72, 2, Settle New City, Operation Move, UNIT_ARCHER, 70:17, 77:31, 70:19
72, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
72, 2, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 20.0, 
72, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
72, 2, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 20.0, 
72, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
72, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
72, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 68:9, Move -9999:-9999, Arrive 69:8
72, 2, Barb Camp Tech Boost, Attack Target Range Attack, UNIT_ARCHER, At 68:7
72, 2, Attack Enemy City, No recruits to reach minimum, , , 
72, 2, Attack Enemy City, No recruits to reach minimum, , , 
72, 2, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
72, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 67:17, 67:17, 67:17
72, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:16, 68:16, 68:16
72, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 69:14, 68:17, 68:15
72, 3, Operation Settle New City running
72, 3, Settle New City, ,0, Ready, UNIT_ARCHER; UNIT_SETTLER; UNIT_ARCHER; 
72, 3, Operation Attack Barb Camp running
72, 3, Attack Barb Camp, ,0, Not Ready, 
72, 3, Operation Attack Enemy City running
72, 3, Attack Enemy City, ,0, Not Ready, UNIT_HEAVY_CHARIOT; 
72, 3, Settle New City, No recruits to reach minimum, , , 
72, 3, Settle New City, No recruits to match strength, , Enemy Str: 28.0, 
72, 3, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
72, 3, Settle New City, Operation Move, UNIT_ARCHER, 9:15, 9:15, 9:15
72, 3, Settle New City, Operation Move, UNIT_ARCHER, 16:22, 8:13, 16:21
72, 3, Settle New City, Operation Move, UNIT_SETTLER, 16:21, 8:13, 16:21
72, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
72, 3, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
72, 3, Attack Enemy City, Operation Move, UNIT_HEAVY_CHARIOT, 8:19, 8:19, 8:19
72, 4, Operation Attack Barb Camp running
72, 4, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
72, 4, Operation Settle New City running
72, 4, Settle New City, ,0, Not Ready, 
72, 4, Operation Attack Enemy City running
72, 4, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
72, 4, Operation Naval Superiority running
72, 4, Naval Superiority, ,0, Ready, UNIT_GALLEY; UNIT_GALLEY; 
72, 4, Attack Barb Camp, No recruits to reach minimum, , , 
72, 4, Attack Barb Camp, No recruits to reach minimum, , , 
72, 4, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 4, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 11:40, 8:43, 10:41
72, 4, Attack Enemy City, Operation complete
72, 4, Naval Superiority, No recruits to reach minimum, , , 
72, 4, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
72, 4, Naval Superiority, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_GALLEY
72, 5, Operation Settle New City running
72, 5, Settle New City, ,0, Not Ready, 
72, 5, Operation Attack Barb Camp running
72, 5, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
72, 5, Operation Attack Enemy City running
72, Attack Enemy City, 5, , Battle line, 51:43, 0 endangered
72, 5, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
72, 5, Operation Naval Superiority running
72, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
72, 5, Operation City Defense running
72, City Defense, 5, , Battle line, 49:35, 0 endangered
72, 5, City Defense, ,0, Ready, UNIT_WARRIOR; 
72, City Defense, 5, , Battle line, 49:35, 0 endangered
72, 5, City Defense, No recruits to reach minimum, , , 
72, 5, City Defense, No recruits to match strength, , Enemy Str: 66.0, 
72, City Defense, 5, , Battle line, 49:35, 0 endangered
72, 5, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 5, Attack Barb Camp, No recruits to reach minimum, , , 
72, 5, Attack Barb Camp, No recruits to reach minimum, , , 
72, 5, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 5, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 56:40, 59:45, 57:41
72, 5, Attack Enemy City, No recruits to reach minimum, , , 
72, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 149.0, 
72, 5, Attack Enemy City, No recruits to reach minimum, , , 
72, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 149.0, 
72, 5, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_WARRIOR
72, 5, Attack Enemy City, Operation Protect Units, UNIT_WARRIOR, Plunder 50 43
72, 5, Attack Enemy City, Operation City Attack, UNIT_WARRIOR, 52:42, Move 52:42, Attack 51:43
72, 5, Attack Enemy City, Operation City Attack, UNIT_WARRIOR, 51:44, Move 51:44, Attack 51:43
72, 5, Attack Enemy City, Operation City Attack, UNIT_WARRIOR, 52:44, Move 52:43, Attack 51:43
72, 5, Attack Enemy City, Operation City Attack, UNIT_WARRIOR, 52:43, Move 52:44, Attack 51:43
72, 5, Attack Enemy City, Operation complete
72, 5, Naval Superiority, No recruits to reach minimum, , , 
72, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
72, 5, Naval Superiority, No recruits to reach minimum, , , 
72, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
72, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
72, 6, Operation Settle New City running
72, Settle New City, 6, , Battle line, 57:23, 0 endangered
72, 6, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
72, 6, Operation Attack Barb Camp running
72, 6, Attack Barb Camp, ,0, Not Ready, 
72, 6, Operation City Defense running
72, City Defense, 6, , Battle line, 57:23, 0 endangered
72, 6, City Defense, ,0, Ready, UNIT_ARCHER; 
72, 6, Operation Attack Enemy City running
72, 6, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; 
72, 6, Naval Superiority, Started
72, Settle New City, 6, , Battle line, 57:23, 0 endangered
72, 6, Settle New City, No recruits to reach minimum, , , 
72, 6, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
72, Settle New City, 6, , Battle line, 57:23, 0 endangered
72, 6, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
72, 6, Settle New City, Operation Move, UNIT_WARRIOR, 61:25, 58:21, 60:25
72, 6, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 6, City Defense, Operation Attack Units, UNIT_ARCHER, At 59:24, Move 59:24, Attack 58:24
72, 6, Attack Enemy City, No recruits to reach minimum, , , 
72, 6, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR
72, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 62:25, 62:25, 62:25
72, 6, Attack Barb Camp, No recruits to reach minimum, , , 
72, 6, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
72, 6, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
72, 6, Naval Superiority, Operation complete
72, 7, City Defense, Started
72, 7, Operation City Defense running
72, 7, City Defense, ,0, Not Ready, 
72, 7, Operation City Defense running
72, City Defense, 7, , Battle line, 21:40, 0 endangered
72, 7, City Defense, ,0, Not Ready, UNIT_SCOUT; 
72, 7, Operation Attack Enemy City running
72, Attack Enemy City, 7, , Battle line, 22:38, 0 endangered
72, 7, Attack Enemy City, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; 
72, 7, Operation Settle New City running
72, 7, Settle New City, ,0, Not Ready, 
72, 7, Naval Superiority, Started
72, 7, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
72, City Defense, 7, , Battle line, 21:40, 0 endangered
72, City Defense, 7, , Battle line, 21:40, 0 endangered
72, 7, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
72, 7, City Defense, Operation complete
72, 7, Attack Enemy City, No recruits to reach minimum, , , 
72, 7, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
72, 7, Attack Enemy City, Operation Attack Units, UNIT_AZTEC_EAGLE_WARRIOR, At 23:39, Move 22:39, Attack -9999:-9999
72, 7, Naval Superiority, No recruits to reach minimum, , , 
72, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
72, 7, Naval Superiority, Operation complete
72, 8, Operation City Defense running
72, 8, City Defense, ,0, Ready, UNIT_WARRIOR; 
72, 8, City Defense, No recruits to reach minimum, , , 
72, 8, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
72, 8, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 10, Operation City Defense running
72, 10, City Defense, ,0, Ready, UNIT_ARCHER; 
72, 10, City Defense, No recruits to reach minimum, , , 
72, 10, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
72, 10, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 11, Operation City Defense running
72, 11, City Defense, ,0, Ready, UNIT_WARRIOR; 
72, 11, City Defense, No recruits to reach minimum, , , 
72, 11, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
72, 11, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 12, Attack Barb Camp, Started
72, 12, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
72, 12, Attack Barb Camp, Recruiting minimums, , , UNIT_ARCHER
72, 12, Attack Barb Camp, Recruiting strength, , Enemy Str: 17.0, UNIT_WARRIOR
72, 12, Attack Barb Camp, Recruiting strength, , Enemy Str: 17.0, UNIT_ARCHER
72, 12, Attack Barb Camp, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_ARCHER
72, 12, Attack Barb Camp, No recruits to reach minimum, , , 
72, 12, Attack Barb Camp, No recruits to match strength, , Enemy Str: 35.0, 
72, 12, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
72, 12, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 66:12, 68:6, 66:11
72, 12, Attack Barb Camp, Operation Move, UNIT_ARCHER, 68:12, 68:7, 68:11
72, 13, Operation Attack Barb Camp running
72, 13, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
72, 13, Attack Barb Camp, No recruits to reach minimum, , , 
72, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 10.0, 
72, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
72, 13, Attack Barb Camp, Attack Target Move, UNIT_WARRIOR, At 76:26, Move 75:23, Arrive 75:25
72, 13, Attack Barb Camp, Attack Target Range Attack, UNIT_ARCHER, At 76:24
72, 15, Operation Attack Barb Camp running
72, Attack Barb Camp, 15, , Battle line, 64:4, 0 endangered
72, 15, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
72, 15, Attack Barb Camp, No recruits to reach minimum, , , 
72, 15, Attack Barb Camp, No recruits to match strength, , Enemy Str: 27.0, 
72, 15, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
72, 15, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 67:6, Move 67:6, Attack 67:5
72, 15, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 63:5, Move 63:4, Attack 62:4
72, 18, Operation Attack Barb Camp running
72, Attack Barb Camp, 18, , Battle line, 70:35, 0 endangered
72, 18, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
72, 18, Attack Barb Camp, No recruits to reach minimum, , , 
72, 18, Attack Barb Camp, No recruits to match strength, , Enemy Str: 28.0, 
72, 18, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
72, 18, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 71:35, Move 71:35, Attack 71:36
72, 18, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 72:34, Move 72:34, Attack 71:36
72, 20, Operation Attack Barb Camp running
72, Attack Barb Camp, 20, , Battle line, 75:22, 0 endangered
72, 20, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
72, 20, Attack Barb Camp, No recruits to reach minimum, , , 
72, 20, Attack Barb Camp, No recruits to match strength, , Enemy Str: 34.0, 
72, 20, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
72, 20, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 76:22, Move 76:22, Attack 75:22
72, 20, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 77:22, Move 77:22, Attack 75:22
72, 22, Operation City Defense running
72, 22, City Defense, ,0, Ready, UNIT_ARCHER; 
72, 22, City Defense, No recruits to reach minimum, , , 
72, 22, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
72, 22, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 25, Operation City Defense running
72, 25, City Defense, ,0, Ready, UNIT_ARCHER; 
72, 25, City Defense, No recruits to reach minimum, , , 
72, 25, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
72, 25, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
72, 63, Operation Barbarian Attack running
72, Barbarian Attack, 63, , Battle line, 49:36, 0 endangered
72, 63, Barbarian Attack, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
72, 63, Operation Barbarian City Assault running
72, 63, Barbarian City Assault, ,0, Not Ready, 
72, 63, Operation Barbarian Attack running
72, 63, Barbarian Attack, ,0, Not Ready, 
72, 63, Operation Barbarian Attack running
72, 63, Barbarian Attack, ,0, Not Ready, 
72, 63, Operation Barbarian Attack running
72, 63, Barbarian Attack, ,0, Not Ready, 
72, 63, Operation Barbarian Attack running
72, 63, Barbarian Attack, ,0, Not Ready, 
72, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 48:37, Move 48:37, Attack 49:36
72, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 49:36, Move 49:36, Attack 49:36
72, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 49:35, 48:32, 48:33
73, 1, Operation Attack Enemy City running
73, 1, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; UNIT_ARCHER; 
73, 1, Operation Settle New City running
73, 1, Settle New City, ,0, Not Ready, 
73, 1, Operation Naval Superiority running
73, 1, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
73, 1, Operation Attack Enemy City running
73, 1, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
73, 1, Operation Attack Barb Camp running
73, 1, Attack Barb Camp, ,0, Not Ready, 
73, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 17:21, 19:19, 17:21
73, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 22:20, 21:20, 21:20
73, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 23:20, 19:19, 23:20
73, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 23:20, 21:19, 22:20
73, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 12:25, 18:21, 13:24
73, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 9:23, 19:19, 9:23
73, 1, Attack Enemy City, No recruits to reach minimum, , , 
73, 1, Attack Enemy City, No recruits to match strength, , Enemy Str: 106.5, 
73, 1, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR
73, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 21:21, 21:21, 21:21
73, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 14:21, 20:21, 15:21
73, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 12:24, 20:21, 12:23
73, 1, Attack Barb Camp, No recruits to reach minimum, , , 
73, 1, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
73, 1, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
73, 2, Operation Settle New City running
73, 2, Settle New City, ,0, Not Ready, UNIT_ARCHER; 
73, 2, Operation Barb Camp Tech Boost running
73, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
73, 2, Operation Attack Enemy City running
73, 2, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
73, 2, Settle New City, No recruits to reach minimum, , , 
73, 2, Settle New City, No recruits to reach minimum, , , 
73, 2, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_SETTLER
73, 2, Settle New City, Operation Move, UNIT_ARCHER, 70:19, 77:32, 70:20
73, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
73, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 69:8, Move -9999:-9999, Arrive 69:7
73, 2, Barb Camp Tech Boost, Attack Target Melee Attack, UNIT_ARCHER, At 69:6
73, 2, Attack Enemy City, No recruits to reach minimum, , , 
73, 2, Attack Enemy City, No recruits to reach minimum, , , 
73, 2, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
73, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 67:17, 67:17, 67:17
73, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:16, 68:16, 68:16
73, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:15, 68:17, 68:17
73, 3, Operation Settle New City running
73, 3, Settle New City, ,0, Ready, UNIT_ARCHER; UNIT_SETTLER; UNIT_ARCHER; 
73, 3, Operation Attack Barb Camp running
73, 3, Attack Barb Camp, ,0, Not Ready, 
73, 3, Operation Attack Enemy City running
73, 3, Attack Enemy City, ,0, Not Ready, UNIT_HEAVY_CHARIOT; 
73, 3, Settle New City, No recruits to reach minimum, , , 
73, 3, Settle New City, No recruits to match strength, , Enemy Str: 28.0, 
73, 3, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
73, 3, Settle New City, Operation Move, UNIT_ARCHER, 9:15, 9:15, 9:15
73, 3, Settle New City, Operation Move, UNIT_ARCHER, 16:21, 8:13, 15:19
73, 3, Settle New City, Operation Move, UNIT_SETTLER, 15:19, 8:13, 15:19
73, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
73, 3, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
73, 3, Attack Enemy City, Operation Move, UNIT_HEAVY_CHARIOT, 8:19, 8:19, 8:19
73, 4, Operation Attack Barb Camp running
73, Attack Barb Camp, 4, , Battle line, 9:42, 0 endangered
73, 4, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
73, 4, Operation Settle New City running
73, 4, Settle New City, ,0, Not Ready, 
73, 4, Operation Naval Superiority running
73, Naval Superiority, 4, , Battle line, 61:33, 0 endangered
73, 4, Naval Superiority, ,0, Ready, UNIT_GALLEY; UNIT_GALLEY; 
73, 4, Attack Enemy City, Started
73, 4, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 4, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 4, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 4, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 4, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 4, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, Attack Enemy City, 4, , Battle line, 10:42, 0 endangered
73, 4, Attack Enemy City, Operation Recruit, 4 units, Recruited 4, Contract for: UNIT_ARCHER
73, 4, Attack Enemy City, Operation Attack Units, UNIT_WARRIOR, At 9:43, Move 8:43, Attack 8:44
73, 4, Attack Enemy City, Operation Move, UNIT_WARRIOR, 12:40, 12:41, 12:41
73, 4, Attack Enemy City, Operation Move, UNIT_WARRIOR, 12:42, 12:42, 12:42
73, 4, Attack Enemy City, Operation Move, UNIT_WARRIOR, 10:41, 11:41, 11:41
73, 4, Attack Barb Camp, Operation complete
73, 4, Naval Superiority, No recruits to reach minimum, , , 
73, 4, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
73, 4, Naval Superiority, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_GALLEY
73, 5, Operation Settle New City running
73, 5, Settle New City, ,0, Not Ready, 
73, 5, Operation Attack Barb Camp running
73, 5, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
73, 5, Operation Naval Superiority running
73, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
73, 5, Operation City Defense running
73, City Defense, 5, , Battle line, 49:35, 0 endangered
73, 5, City Defense, ,0, Ready, UNIT_WARRIOR; 
73, 5, Attack Enemy City, Started
73, 5, City Defense, No recruits to reach minimum, , , 
73, 5, City Defense, Recruiting strength, , Enemy Str: 66.0, UNIT_WARRIOR
73, 5, City Defense, Recruiting strength, , Enemy Str: 66.0, UNIT_WARRIOR
73, 5, City Defense, Recruiting strength, , Enemy Str: 66.0, UNIT_WARRIOR
73, City Defense, 5, , Battle line, 49:37, 0 endangered
73, 5, City Defense, Operation Recruit, 4 units, Recruited 3, Contract for: UNIT_ARCHER
73, 5, Attack Barb Camp, No recruits to reach minimum, , , 
73, 5, Attack Barb Camp, No recruits to reach minimum, , , 
73, 5, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
73, 5, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 57:41, 59:45, 59:42
73, 5, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 5, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 5, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 5, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
73, 5, Attack Enemy City, No recruits to reach minimum, , , 
73, 5, Attack Enemy City, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_ARCHER
73, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 52:44, 59:45, 54:44
73, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 52:43, 59:45, 53:45
73, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
73, 6, Operation Settle New City running
73, Settle New City, 6, , Battle line, 57:23, 0 endangered
73, 6, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
73, 6, Operation Attack Barb Camp running
73, 6, Attack Barb Camp, ,0, Not Ready, 
73, 6, Operation City Defense running
73, City Defense, 6, , Battle line, 57:23, 0 endangered
73, 6, City Defense, ,0, Not Ready, UNIT_ARCHER; 
73, 6, Operation Attack Enemy City running
73, 6, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; 
73, 6, Naval Superiority, Started
73, 6, Settle New City, No recruits to reach minimum, , , 
73, 6, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
73, 6, Settle New City, No recruits to reach minimum, , , 
73, 6, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
73, 6, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
