Game Turn, Range, Value, Seed, Type, Location
76, 6, 2, 3478256178, sync, Random Direction
76, 5, 1, 1959719811, sync, Random Direction
76, 8, 4, 1688324352, sync, Random Direction
76, 7, 4, 2585838905, sync, Random Direction
76, 5, 3, 2669774718, sync, Random Direction
76, 5, 2, 3254994143, sync, Random Direction
76, 4, 3, 2111468844, sync, Random Direction
76, 7, 2, 4055858165, sync, Random Direction
76, 3, 0, 1523228042, sync, Random Direction
76, 1, 0, 1191268347, sync, GetNextBuyablePlot picker
76, 12, 6, 957331480, sync, Unit Combat Damage
76, 9, 3, 2421744241, sync, Random Direction
76, 7, 3, 1597835350, sync, Random Direction
76, 8, 0, 1846210775, sync, Random Direction
76, 10, 8, 223624644, sync, Random Direction
76, 1, 0, 3779605677, sync, GetNextBuyablePlot picker
76, 5, 0, 2526630882, sync, Random Direction
76, 3, 0, 430162803, sync, Random Direction
76, 2, 1, 775516720, sync, Random Direction
76, 2, 1, 2959109801, sync, Random Direction
76, 6, 1, 4202482734, sync, Random Direction
76, 8, 5, 1189946319, sync, Random Direction
76, 7, 0, 3036381532, sync, Random Direction
76, 4, 3, 430460005, sync, Random Direction
76, 5, 2, 4010638650, sync, Random Direction
76, 6, 1, 2042768875, sync, Random Direction
76, 1, 0, 812472136, sync, GetNextBuyablePlot picker
76, 7, 1, 3101051361, sync, Random Direction
76, 8, 6, 1120285446, sync, Random Direction
76, 7, 1, 3465788871, sync, Random Direction
76, 5, 1, 1201971188, sync, Random Direction
76, 10, 3, 1418502941, sync, Random Direction
76, 1, 0, 1593997714, sync, GetNextBuyablePlot picker
76, 3, 2, 1308913507, sync, Random Direction
76, 6, 0, 3680880480, sync, Random Direction
76, 18, 17, 22369305, sync, Random Direction
76, 2, 1, 4115307742, sync, GetNextBuyablePlot picker
76, 9, 7, 3729039039, sync, Random Direction
76, 6, 2, 3528456588, sync, Random Direction
76, 5, 1, 2019432661, sync, Random Direction
76, 4, 3, 895461610, sync, Random Direction
76, 9, 4, 3996018651, sync, Random Direction
76, 1, 0, 2076779128, sync, GetNextBuyablePlot picker
76, 7, 2, 502558033, sync, Random Direction
76, 7, 4, 1476880822, sync, Random Direction
76, 3, 0, 3055658679, sync, Random Direction
76, 4, 3, 900328996, sync, GetNextBuyablePlot picker
76, 3, 0, 4089548173, sync, Random Direction
76, 7, 4, 177761090, sync, Random Direction
76, 2, 1, 2862610259, sync, Random Direction
76, 7, 3, 3232352400, sync, Random Direction
76, 1, 0, 1925608841, sync, GetNextBuyablePlot picker
76, 5, 2, 122026382, sync, Random Direction
76, 11, 4, 2091431343, sync, Random Direction
76, 9, 0, 1871371708, sync, Random Direction
76, 10, 8, 152559941, sync, Random Direction
76, 10, 7, 3861651610, sync, Random Direction
76, 6, 0, 3285515723, sync, Random Direction
76, 11, 7, 486939048, sync, Random Direction
76, 9, 8, 3076148417, sync, Random Direction
76, 2, 0, 4078677094, sync, GetNextBuyablePlot picker
76, 6, 3, 775138215, sync, Random Direction
76, 4, 0, 2490837076, sync, Random Direction
76, 5, 2, 167638013, sync, Random Direction
76, 6, 4, 2485528818, sync, Random Direction
76, 4, 3, 3521469251, sync, Random Direction
76, 4, 1, 3645404608, sync, Random Direction
76, 3, 1, 1782239993, sync, GetNextBuyablePlot picker
76, 4, 3, 2364138046, sync, Random Direction
76, 3, 1, 4235749535, sync, Random Direction
76, 6, 3, 2032086508, sync, Random Direction
76, 7, 1, 2194449845, sync, Random Direction
76, 12, 7, 714990666, sync, Unit Combat Damage
76, 12, 9, 2617569211, sync, Unit Combat Damage
76, 3, 0, 3569827032, sync, Random Direction
76, 4, 0, 879683633, sync, Random Direction
76, 5, 0, 618527510, sync, Random Direction
76, 4, 0, 503893143, sync, Random Direction
76, 10, 3, 199184004, sync, Random Direction
76, 7, 5, 1444468333, sync, Random Direction
76, 5, 1, 3208032930, sync, Random Direction
76, 2, 1, 1610849075, sync, Random Direction
76, 1, 0, 4148481776, sync, Random Direction
76, 11, 5, 1022979177, sync, Random Direction
76, 2, 0, 2003916526, sync, Random Direction
76, 1, 0, 231913359, sync, Random Direction
76, 12, 9, 1581247004, sync, Random Direction
76, 4, 1, 3358811685, sync, Random Direction
76, 9, 4, 1285551098, sync, Random Direction
76, 8, 2, 2311929259, sync, Random Direction
76, 7, 2, 1383042056, sync, Random Direction
76, 2, 0, 1817788321, sync, Random Direction
77, 1, 0, 1793676742, sync, GetNextBuyablePlot picker
77, 3, 1, 983566727, sync, GetNextBuyablePlot picker
77, 12, 5, 1584750772, sync, Unit Combat Damage
77, 12, 9, 2057909469, sync, Unit Combat Damage
77, 3, 2, 3356821586, sync, GetNextBuyablePlot picker
77, 1, 0, 3672749859, sync, GetNextBuyablePlot picker
77, 2, 1, 4083274784, sync, GetNextBuyablePlot picker
77, 5, 4, 2684961241, sync, GetNextBuyablePlot picker
77, 1, 0, 4241971102, sync, GetNextBuyablePlot picker
77, 1, 0, 647406207, sync, GetNextBuyablePlot picker
77, 3, 1, 1088426572, sync, GetNextBuyablePlot picker
77, 3, 1, 1472406165, sync, GetNextBuyablePlot picker
77, 1, 0, 1725779882, sync, GetNextBuyablePlot picker
77, 2, 0, 33351579, sync, GetNextBuyablePlot picker
77, 12, 9, 1679951672, sync, Unit Combat Damage
77, 12, 4, 3456127761, sync, Unit Combat Damage
77, 1, 0, 1603845238, sync, GetNextBuyablePlot picker
77, 2, 1, 4139278967, sync, GetNextBuyablePlot picker
77, 1, 0, 2576113380, sync, GetNextBuyablePlot picker
77, 1, 0, 1845890893, sync, GetNextBuyablePlot picker
77, 12, 7, 332147202, sync, Unit Combat Damage
77, 1, 0, 2722541331, sync, GetNextBuyablePlot picker
77, 3, 0, 3710027088, sync, GetNextBuyablePlot picker
77, 1, 0, 405885769, sync, GetNextBuyablePlot picker
77, 1, 0, 1205265486, sync, GetNextBuyablePlot picker
77, 3, 0, 1919101295, sync, GetNextBuyablePlot picker
77, 6, 4, 632465020, sync, Random Direction
77, 3, 0, 3149060869, sync, Random Direction
77, 2, 1, 348190554, sync, Random Direction
77, 5, 0, 3408063883, sync, Random Direction
77, 2, 1, 650227304, sync, Random Direction
77, 4, 1, 3490390657, sync, Random Direction
77, 4, 1, 1778855718, sync, Random Direction
77, 5, 1, 1926289255, sync, Random Direction
77, 6, 5, 1161251092, sync, Random Direction
77, 5, 4, 3930482109, sync, Random Direction
77, 1, 0, 3760658354, sync, GetNextBuyablePlot picker
77, 8, 1, 3750331139, sync, Random Direction
77, 6, 2, 717873792, sync, Random Direction
77, 6, 0, 1777901753, sync, Random Direction
77, 4, 3, 669711614, sync, Random Direction
77, 3, 0, 3264695391, sync, Random Direction
77, 6, 5, 606774956, sync, Random Direction
77, 4, 0, 4193881973, sync, GetNextBuyablePlot picker
77, 3, 2, 578153226, sync, Random Direction
77, 10, 2, 3985526651, sync, Random Direction
77, 13, 4, 905019800, sync, Random Direction
77, 4, 1, 1625337329, sync, Random Direction
77, 1, 0, 1846521302, sync, GetNextBuyablePlot picker
77, 7, 4, 1831364695, sync, Random Direction
77, 9, 7, 2487820100, sync, Random Direction
77, 8, 7, 3712038957, sync, Random Direction
77, 7, 3, 4088451426, sync, Random Direction
77, 7, 6, 1977692915, sync, Random Direction
77, 1, 0, 3915049904, sync, GetNextBuyablePlot picker
77, 9, 6, 161884713, sync, Random Direction
77, 2, 0, 3243155886, sync, Random Direction
77, 2, 1, 2119306063, sync, Random Direction
77, 22, 0, 2524648156, sync, Random Direction
77, 3, 0, 72237029, sync, Random Direction
77, 13, 8, 1021782714, sync, Random Direction
77, 1, 0, 2739801451, sync, GetNextBuyablePlot picker
77, 7, 2, 3692331208, sync, Random Direction
77, 7, 3, 1453847905, sync, Random Direction
77, 8, 1, 2085435526, sync, Random Direction
77, 10, 5, 834540871, sync, Random Direction
77, 5, 4, 2488590708, sync, Random Direction
77, 8, 2, 3633153693, sync, Random Direction
77, 1, 0, 1303664402, sync, GetNextBuyablePlot picker
77, 2, 1, 4064067299, sync, Random Direction
77, 8, 4, 3969425632, sync, Random Direction
77, 3, 0, 2336288665, sync, Random Direction
77, 4, 2, 1023201886, sync, Random Direction
77, 4, 1, 2456970815, sync, Random Direction
77, 7, 1, 1234627340, sync, Random Direction
77, 6, 3, 673705045, sync, Random Direction
77, 5, 1, 2713695850, sync, Random Direction
77, 5, 1, 1211180891, sync, Random Direction
77, 4, 3, 1112386552, sync, Random Direction
77, 1, 0, 3746035921, sync, GetNextBuyablePlot picker
77, 9, 4, 2182795062, sync, Random Direction
77, 9, 3, 2320555575, sync, Random Direction
77, 9, 4, 1571655588, sync, Random Direction
77, 7, 5, 2172801293, sync, Random Direction
77, 1, 0, 3594299586, sync, GetNextBuyablePlot picker
77, 6, 5, 2068522707, sync, Random Direction
77, 4, 0, 4278583824, sync, Random Direction
77, 3, 1, 311423241, sync, Random Direction
77, 3, 1, 2024836878, sync, Random Direction
77, 5, 3, 1637309743, sync, Random Direction
77, 7, 3, 2905681724, sync, Random Direction
77, 6, 4, 2126353605, sync, Random Direction
77, 4, 1, 3479866906, sync, Random Direction
77, 3, 1, 1237753163, sync, Random Direction
77, 5, 4, 2692743976, sync, Random Direction
77, 1, 0, 4033329217, sync, GetNextBuyablePlot picker
77, 8, 5, 4187189734, sync, Random Direction
77, 7, 1, 2925511463, sync, Random Direction
77, 6, 0, 1130768852, sync, Random Direction
77, 5, 0, 20354941, sync, Random Direction
77, 8, 6, 236242546, sync, Random Direction
77, 11, 0, 3246090947, sync, Random Direction
77, 1, 0, 300289856, sync, GetNextBuyablePlot picker
77, 4, 2, 3273272953, sync, Random Direction
77, 20, 14, 3068450750, sync, Random Direction
77, 2, 0, 3021991967, sync, Random Direction
77, 10, 3, 62709612, sync, Random Direction
77, 2, 0, 1560688949, sync, GetNextBuyablePlot picker
77, 7, 0, 890417610, sync, Random Direction
77, 6, 2, 391999291, sync, Random Direction
77, 8, 5, 1833862744, sync, Random Direction
77, 7, 4, 3077452721, sync, Random Direction
77, 7, 1, 2576490646, sync, Random Direction
77, 1, 0, 858375191, sync, GetNextBuyablePlot picker
77, 7, 3, 55685124, sync, Random Direction
77, 11, 8, 1954634221, sync, Random Direction
77, 6, 5, 3200757794, sync, Random Direction
77, 10, 4, 4009527987, sync, Random Direction
77, 7, 1, 1832634480, sync, Random Direction
77, 4, 1, 807839721, sync, GetNextBuyablePlot picker
77, 3, 1, 1322560622, sync, Random Direction
77, 9, 5, 2821398287, sync, Random Direction
77, 4, 3, 2456615836, sync, Random Direction
77, 5, 4, 3283671461, sync, Random Direction
77, 1, 0, 3802341754, sync, GetNextBuyablePlot picker
77, 8, 4, 302292267, sync, Random Direction
77, 11, 0, 2384213384, sync, Random Direction
77, 10, 0, 159542049, sync, Random Direction
77, 10, 9, 95542086, sync, Random Direction
77, 8, 7, 4222476551, sync, Random Direction
77, 8, 2, 4127400500, sync, Random Direction
77, 8, 5, 1543084125, sync, Random Direction
77, 10, 5, 2862638546, sync, Random Direction
77, 1, 0, 2545780387, sync, GetNextBuyablePlot picker
77, 12, 9, 3754569120, sync, Unit Combat Damage
77, 12, 4, 3434896729, sync, Unit Combat Damage
77, 12, 7, 1551568158, sync, Unit Combat Damage
77, 6, 4, 2711087615, sync, Random Direction
77, 5, 4, 3509879756, sync, Random Direction
77, 11, 2, 3477894677, sync, Random Direction
77, 4, 1, 952556842, sync, Random Direction
77, 6, 3, 2089494299, sync, Random Direction
77, 5, 4, 2265714872, sync, Random Direction
77, 7, 3, 3549126289, sync, Random Direction
77, 3, 0, 2119016950, sync, GetNextBuyablePlot picker
77, 5, 1, 682301943, sync, Random Direction
77, 3, 0, 1053655140, sync, Random Direction
77, 4, 0, 200692429, sync, Random Direction
77, 6, 3, 1017767810, sync, Random Direction
77, 100, 93, 2842517139, sync, Barbarian Ranged unit roll
77, 12, 4, 4011081424, sync, Unit Combat Damage
77, 3, 1, 1537363657, sync, Random Direction
77, 4, 0, 1888680398, sync, Random Direction
77, 3, 1, 973426927, sync, Random Direction
77, 4, 0, 2596698108, sync, Random Direction
77, 7, 4, 670568069, sync, Random Direction
77, 5, 2, 2565399770, sync, Random Direction
77, 4, 2, 1803554059, sync, Random Direction
77, 3, 1, 2868975592, sync, Random Direction
77, 3, 1, 2318405121, sync, Random Direction
77, 15, 0, 2424337574, sync, Random Direction
77, 1, 0, 144731879, sync, Random Direction
77, 3, 0, 4223912596, sync, Random Direction
77, 4, 0, 479103293, sync, Random Direction
77, 5, 1, 951006514, sync, Random Direction
77, 5, 0, 1534792323, sync, Random Direction
77, 6, 2, 123534336, sync, Random Direction
77, 6, 1, 1600093241, sync, Random Direction
77, 2, 0, 1083667070, sync, Random Direction
77, 5, 1, 819090399, sync, Random Direction
78, 1, 0, 1553324076, sync, GetNextBuyablePlot picker
78, 3, 0, 1907532533, sync, GetNextBuyablePlot picker
78, 3, 2, 355743882, sync, GetNextBuyablePlot picker
78, 1, 0, 3039973115, sync, GetNextBuyablePlot picker
78, 2, 1, 1268665112, sync, GetNextBuyablePlot picker
78, 5, 3, 2581035377, sync, GetNextBuyablePlot picker
78, 1, 0, 3324334934, sync, GetNextBuyablePlot picker
78, 1, 0, 130867159, sync, GetNextBuyablePlot picker
78, 3, 2, 1975058628, sync, GetNextBuyablePlot picker
78, 3, 1, 3650698157, sync, GetNextBuyablePlot picker
78, 1, 0, 1799048930, sync, GetNextBuyablePlot picker
78, 2, 1, 521511539, sync, GetNextBuyablePlot picker
78, 12, 6, 2879874352, sync, Unit Combat Damage
78, 12, 4, 2319115689, sync, Unit Combat Damage
78, 1, 0, 1455650606, sync, GetNextBuyablePlot picker
78, 2, 0, 1528689359, sync, GetNextBuyablePlot picker
78, 1, 0, 1188406364, sync, GetNextBuyablePlot picker
78, 1, 0, 3157472101, sync, GetNextBuyablePlot picker
78, 12, 10, 546560058, sync, Unit Combat Damage
78, 12, 10, 3786468587, sync, Unit Combat Damage
78, 1, 0, 3913722440, sync, GetNextBuyablePlot picker
78, 3, 1, 3601375457, sync, GetNextBuyablePlot picker
78, 1, 0, 1440169478, sync, GetNextBuyablePlot picker
78, 4, 1, 2687462599, sync, GetNextBuyablePlot picker
78, 3, 2, 1346380532, sync, GetNextBuyablePlot picker
78, 8, 2, 2997709341, sync, Random Direction
78, 6, 3, 1503212690, sync, Random Direction
78, 1, 0, 2402029155, sync, Random Direction
78, 8, 1, 2780199520, sync, Random Direction
78, 2, 1, 775654169, sync, Random Direction
78, 4, 2, 3255961566, sync, Random Direction
78, 5, 2, 2479304127, sync, Random Direction
78, 2, 1, 2088295564, sync, Random Direction
78, 6, 1, 4075864021, sync, Random Direction
78, 7, 0, 1051902954, sync, Random Direction
78, 1, 0, 449504987, sync, GetNextBuyablePlot picker
78, 5, 4, 1662858616, sync, Random Direction
78, 8, 6, 3968500817, sync, Random Direction
78, 7, 2, 3539023030, sync, Random Direction
78, 8, 5, 1233589687, sync, Random Direction
78, 8, 5, 3115069732, sync, Random Direction
78, 7, 6, 2871137421, sync, Random Direction
78, 4, 1, 4057196098, sync, GetNextBuyablePlot picker
78, 2, 0, 1617778259, sync, Random Direction
78, 8, 5, 906836880, sync, Random Direction
78, 12, 9, 2905107593, sync, Random Direction
78, 8, 5, 3325961358, sync, Random Direction
78, 1, 0, 2876048559, sync, GetNextBuyablePlot picker
78, 4, 1, 1127383228, sync, Random Direction
78, 7, 4, 1294092357, sync, Random Direction
78, 7, 0, 3019635610, sync, Random Direction
78, 5, 0, 470760651, sync, Random Direction
78, 8, 6, 654634152, sync, Random Direction
78, 1, 0, 3475252161, sync, GetNextBuyablePlot picker
78, 4, 1, 3717085030, sync, Random Direction
78, 4, 2, 1767037607, sync, Random Direction
78, 1, 0, 2601528148, sync, Random Direction
78, 18, 4, 3389930237, sync, Random Direction
78, 9, 2, 985031666, sync, Random Direction
78, 21, 5, 1363704387, sync, Random Direction
78, 1, 0, 1139714240, sync, GetNextBuyablePlot picker
78, 6, 3, 3901262329, sync, Random Direction
78, 5, 1, 2344799550, sync, Random Direction
78, 8, 1, 1483634591, sync, Random Direction
78, 10, 7, 863342828, sync, Random Direction
78, 6, 1, 3183398069, sync, Random Direction
78, 11, 1, 899317578, sync, Random Direction
78, 1, 0, 583855803, sync, GetNextBuyablePlot picker
78, 3, 0, 1637928920, sync, Random Direction
78, 9, 7, 702316337, sync, Random Direction
78, 5, 1, 3532211734, sync, Random Direction
78, 4, 3, 1121041303, sync, Random Direction
78, 3, 1, 3359576452, sync, Random Direction
78, 7, 0, 2320031085, sync, Random Direction
78, 3, 0, 63679906, sync, Random Direction
78, 4, 2, 434928179, sync, Random Direction
78, 3, 2, 2371731952, sync, Random Direction
78, 2, 1, 2980242281, sync, Random Direction
78, 1, 0, 3487236590, sync, GetNextBuyablePlot picker
78, 9, 3, 652904079, sync, Random Direction
78, 8, 3, 1752501532, sync, Random Direction
78, 10, 5, 1669156133, sync, Random Direction
78, 7, 6, 2574864122, sync, Random Direction
78, 1, 0, 3725786283, sync, GetNextBuyablePlot picker
78, 5, 4, 777248520, sync, Random Direction
78, 6, 2, 3487209121, sync, Random Direction
78, 2, 1, 2071814342, sync, Random Direction
78, 3, 0, 3875715207, sync, Random Direction
78, 6, 1, 801891252, sync, Random Direction
78, 8, 4, 1248394205, sync, Random Direction
78, 6, 2, 2506015570, sync, Random Direction
78, 6, 5, 1548244515, sync, Random Direction
78, 2, 0, 3609036576, sync, Random Direction
78, 3, 1, 964589785, sync, Random Direction
78, 1, 0, 2491531934, sync, GetNextBuyablePlot picker
78, 4, 2, 1757426047, sync, Random Direction
78, 8, 7, 2955146572, sync, Random Direction
78, 8, 4, 4174694805, sync, Random Direction
78, 8, 2, 2252565162, sync, Random Direction
78, 9, 7, 1588618907, sync, Random Direction
78, 9, 1, 3342932536, sync, Random Direction
78, 1, 0, 738552337, sync, GetNextBuyablePlot picker
78, 4, 0, 3200616310, sync, Random Direction
78, 14, 0, 614781303, sync, Random Direction
78, 4, 2, 185180644, sync, Random Direction
78, 15, 5, 3167065677, sync, Random Direction
78, 2, 1, 1618650370, sync, GetNextBuyablePlot picker
78, 7, 0, 2483752467, sync, Random Direction
78, 10, 5, 481359952, sync, Random Direction
78, 5, 4, 2162313801, sync, Random Direction
78, 4, 0, 3497135950, sync, Random Direction
78, 8, 5, 630093935, sync, Random Direction
78, 1, 0, 3140831612, sync, GetNextBuyablePlot picker
78, 9, 1, 1140605445, sync, Random Direction
78, 6, 0, 593744474, sync, Random Direction
78, 8, 5, 120859787, sync, Random Direction
78, 4, 2, 3041624424, sync, GetNextBuyablePlot picker
78, 12, 3, 2969827713, sync, Unit Combat Damage
78, 12, 5, 1333574182, sync, Unit Combat Damage
78, 12, 0, 2016872039, sync, Unit Combat Damage
78, 6, 2, 235621396, sync, Random Direction
78, 8, 5, 1467329725, sync, Random Direction
78, 2, 0, 2934592178, sync, Random Direction
78, 4, 3, 111387139, sync, Random Direction
78, 1, 0, 3227194752, sync, GetNextBuyablePlot picker
78, 10, 1, 3361036217, sync, Random Direction
78, 11, 0, 522643454, sync, Random Direction
78, 9, 2, 179592031, sync, Random Direction
78, 5, 2, 1293683116, sync, Random Direction
78, 9, 7, 2263529077, sync, Random Direction
78, 8, 3, 3372582410, sync, Random Direction
78, 7, 0, 2079149691, sync, Random Direction
78, 1, 0, 1447064, sync, GetNextBuyablePlot picker
78, 3, 1, 1228752113, sync, Random Direction
78, 7, 6, 1568536790, sync, Random Direction
78, 3, 1, 4227356503, sync, Random Direction
78, 8, 6, 2544099908, sync, Random Direction
78, 5, 1, 3293593389, sync, Random Direction
78, 4, 2, 1396231266, sync, Random Direction
78, 3, 2, 3007386099, sync, Random Direction
78, 3, 0, 3139362480, sync, Random Direction
78, 6, 2, 2007337, sync, Random Direction
78, 3, 1, 1893420206, sync, GetNextBuyablePlot picker
78, 8, 3, 1532025423, sync, Random Direction
78, 4, 3, 1812674012, sync, Random Direction
78, 5, 3, 4015466213, sync, Random Direction
78, 7, 4, 2954069434, sync, Random Direction
78, 12, 4, 2464861291, sync, Unit Combat Damage
78, 12, 9, 1577309128, sync, Unit Combat Damage
78, 12, 3, 3336064097, sync, Unit Combat Damage
78, 12, 4, 1164198790, sync, Unit Combat Damage
78, 3, 2, 1474806855, sync, Random Direction
78, 3, 0, 3781583988, sync, Random Direction
78, 6, 2, 1357663645, sync, Random Direction
78, 11, 2, 1487999506, sync, Random Direction
78, 3, 2, 1121082851, sync, Random Direction
78, 3, 0, 3435090912, sync, Random Direction
78, 4, 2, 944055961, sync, Random Direction
78, 4, 3, 3129621854, sync, Random Direction
78, 14, 7, 3762484543, sync, Random Direction
78, 4, 0, 2432028172, sync, Random Direction
78, 6, 3, 112759637, sync, Random Direction
78, 4, 1, 2721632618, sync, Random Direction
78, 5, 1, 1140565595, sync, Random Direction
78, 8, 2, 1681374968, sync, Random Direction
78, 3, 0, 1404833745, sync, Random Direction
78, 1, 0, 1082825270, sync, Random Direction
78, 5, 0, 2982432055, sync, Random Direction
79, 1, 0, 799396516, sync, GetNextBuyablePlot picker
79, 3, 2, 1587599373, sync, GetNextBuyablePlot picker
79, 38, 36, 3009291202, sync, Choosing a Citizen Name
79, 3, 2, 4161177043, sync, GetNextBuyablePlot picker
79, 3, 0, 2881451280, sync, GetNextBuyablePlot picker
79, 2, 1, 277866505, sync, GetNextBuyablePlot picker
79, 5, 4, 2783885838, sync, GetNextBuyablePlot picker
79, 1, 0, 3626609711, sync, GetNextBuyablePlot picker
79, 1, 0, 3616461372, sync, GetNextBuyablePlot picker
79, 3, 1, 575011781, sync, GetNextBuyablePlot picker
79, 3, 1, 2850056474, sync, GetNextBuyablePlot picker
79, 1, 0, 2561596491, sync, GetNextBuyablePlot picker
79, 2, 1, 3063207464, sync, GetNextBuyablePlot picker
79, 12, 0, 3784281921, sync, Unit Combat Damage
79, 12, 7, 353107174, sync, Unit Combat Damage
79, 1, 0, 2634871335, sync, GetNextBuyablePlot picker
79, 2, 1, 24456404, sync, GetNextBuyablePlot picker
79, 1, 0, 3531923069, sync, GetNextBuyablePlot picker
79, 1, 0, 4027253106, sync, GetNextBuyablePlot picker
79, 12, 2, 2672593347, sync, Unit Combat Damage
79, 12, 1, 895631936, sync, Unit Combat Damage
79, 1, 0, 679863673, sync, GetNextBuyablePlot picker
79, 3, 2, 1099154110, sync, GetNextBuyablePlot picker
79, 1, 0, 3882090271, sync, GetNextBuyablePlot picker
79, 1, 0, 776553068, sync, GetNextBuyablePlot picker
79, 4, 3, 3539361845, sync, GetNextBuyablePlot picker
79, 3, 1, 3258272970, sync, GetNextBuyablePlot picker
79, 7, 1, 2622713403, sync, Random Direction
79, 5, 3, 935205208, sync, Random Direction
79, 1, 0, 2579090097, sync, Random Direction
79, 6, 0, 3317918614, sync, Random Direction
79, 2, 0, 184595223, sync, Random Direction
79, 7, 3, 1084715780, sync, Random Direction
79, 7, 6, 2238669037, sync, Random Direction
79, 4, 1, 3829574434, sync, Random Direction
79, 5, 3, 2127784371, sync, Random Direction
79, 5, 2, 2645212016, sync, Random Direction
79, 7, 4, 2406358761, sync, GetNextBuyablePlot picker
79, 9, 0, 2961463150, sync, Random Direction
79, 6, 3, 135327247, sync, Random Direction
79, 6, 2, 2253921948, sync, Random Direction
79, 6, 3, 1434501285, sync, Random Direction
79, 5, 1, 2267184250, sync, Random Direction
79, 9, 2, 1274567723, sync, Random Direction
79, 4, 1, 957778056, sync, GetNextBuyablePlot picker
79, 3, 0, 1298252321, sync, Random Direction
79, 8, 1, 1112270406, sync, Random Direction
79, 11, 4, 983470087, sync, Random Direction
79, 7, 4, 1909433652, sync, Random Direction
79, 1, 0, 3019333469, sync, GetNextBuyablePlot picker
79, 7, 1, 1582309586, sync, Random Direction
79, 8, 4, 1183458723, sync, Random Direction
79, 8, 1, 2673598624, sync, Random Direction
79, 5, 4, 877630553, sync, Random Direction
79, 7, 3, 3672864798, sync, Random Direction
79, 1, 0, 2047834367, sync, GetNextBuyablePlot picker
79, 7, 0, 61761228, sync, Random Direction
79, 4, 3, 39591189, sync, Random Direction
79, 5, 2, 3847419946, sync, Random Direction
79, 22, 14, 2255267355, sync, Random Direction
79, 6, 5, 2864784312, sync, Random Direction
79, 20, 1, 3849221521, sync, Random Direction
79, 1, 0, 385903862, sync, GetNextBuyablePlot picker
79, 9, 8, 2829420791, sync, Random Direction
79, 8, 3, 3829449572, sync, Random Direction
79, 7, 5, 1853086157, sync, Random Direction
79, 5, 0, 3577635458, sync, Random Direction
79, 7, 4, 2080147, sync, Random Direction
79, 9, 3, 2885202384, sync, Random Direction
79, 1, 0, 1441875401, sync, GetNextBuyablePlot picker
79, 2, 1, 494150862, sync, Random Direction
79, 4, 0, 3003031535, sync, Random Direction
79, 5, 3, 754916092, sync, Random Direction
79, 6, 4, 3183441285, sync, Random Direction
79, 4, 3, 3392258010, sync, Random Direction
79, 7, 2, 4232006667, sync, Random Direction
79, 5, 4, 1268837096, sync, Random Direction
79, 6, 0, 3532055809, sync, Random Direction
79, 4, 3, 486277030, sync, Random Direction
79, 3, 2, 4287929831, sync, Random Direction
79, 1, 0, 3792555412, sync, GetNextBuyablePlot picker
79, 9, 0, 150720573, sync, Random Direction
79, 8, 7, 416837682, sync, Random Direction
79, 9, 0, 4278399363, sync, Random Direction
79, 11, 10, 465841920, sync, Random Direction
79, 1, 0, 4074386233, sync, GetNextBuyablePlot picker
79, 5, 1, 4187577726, sync, Random Direction
79, 6, 0, 1312645855, sync, Random Direction
79, 4, 1, 465386284, sync, Random Direction
79, 2, 1, 1738656245, sync, Random Direction
79, 7, 0, 3555316618, sync, Random Direction
79, 4, 3, 532631035, sync, Random Direction
79, 6, 2, 3646479896, sync, Random Direction
79, 5, 0, 2098335857, sync, Random Direction
79, 4, 0, 706322006, sync, Random Direction
79, 3, 2, 128634583, sync, Random Direction
79, 1, 0, 3758736324, sync, GetNextBuyablePlot picker
79, 7, 0, 2338734765, sync, Random Direction
79, 11, 8, 27871714, sync, Random Direction
79, 9, 3, 3496182131, sync, Random Direction
79, 9, 2, 1572952112, sync, Random Direction
79, 8, 6, 961633449, sync, Random Direction
79, 9, 8, 3314950702, sync, Random Direction
79, 1, 0, 4243243471, sync, GetNextBuyablePlot picker
79, 2, 0, 2887501660, sync, Random Direction
79, 17, 0, 1270487653, sync, Random Direction
79, 4, 0, 23475002, sync, Random Direction
79, 13, 3, 352037867, sync, Random Direction
79, 2, 1, 1078721864, sync, GetNextBuyablePlot picker
79, 6, 4, 3040278497, sync, Random Direction
79, 5, 2, 3237234950, sync, Random Direction
79, 6, 4, 2531728327, sync, Random Direction
79, 8, 1, 2915542516, sync, Random Direction
79, 9, 1, 558510365, sync, Random Direction
79, 1, 0, 553381778, sync, GetNextBuyablePlot picker
79, 8, 1, 724544867, sync, Random Direction
79, 9, 8, 666053984, sync, Random Direction
79, 9, 3, 4150116889, sync, Random Direction
79, 4, 1, 1550152414, sync, GetNextBuyablePlot picker
79, 12, 8, 1977990335, sync, Unit Combat Damage
79, 12, 6, 2903359372, sync, Unit Combat Damage
79, 3, 1, 2441045717, sync, Random Direction
79, 1, 0, 1649532650, sync, GetNextBuyablePlot picker
79, 9, 7, 2713937371, sync, Random Direction
79, 9, 1, 3416082552, sync, Random Direction
79, 9, 6, 584883025, sync, Random Direction
79, 11, 5, 3236364214, sync, Random Direction
79, 9, 5, 2164819127, sync, Random Direction
79, 7, 3, 2778362916, sync, Random Direction
79, 6, 2, 2315164557, sync, Random Direction
79, 8, 7, 1893425474, sync, Random Direction
79, 1, 0, 3759584595, sync, GetNextBuyablePlot picker
79, 7, 0, 2786897552, sync, Random Direction
79, 1, 0, 180773769, sync, Random Direction
79, 5, 1, 3452063630, sync, Random Direction
